"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"PIK3R1","Gene","inhibitor","BUPARLISIB","Drug","DGidb","Drug-Gene Interation",""
"CDS1","Gene","inhibitor","PREXASERTIB","Drug","DGidb","Drug-Gene Interation",""
"DRD2","Gene","antagonist","PROCHLORPERAZINE MALEATE","Drug","DGidb","Drug-Gene Interation",""
"PASK","Gene","inhibitor","PP-242","Drug","DGidb","Drug-Gene Interation",""
"TOP2A","Gene","inhibitor","TENIPOSIDE","Drug","DGidb","Drug-Gene Interation",""
"SLC6A3","Gene","inhibitor","PHENMETRAZINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"CDK19","Gene","inhibitor","CCT251545","Drug","DGidb","Drug-Gene Interation",""
"HRH4","Gene","agonist","4-METHYLHISTAMINE","Drug","DGidb","Drug-Gene Interation",""
"TACR1","Gene","agonist","PHYSALAEMIN","Drug","DGidb","Drug-Gene Interation",""
"GRPR","Gene","agonist","NEUROMEDIN C","Drug","DGidb","Drug-Gene Interation",""
"ADRA1D","Gene","agonist","(-)-NORADRENALINE","Drug","DGidb","Drug-Gene Interation",""
"ADORA3","Gene","agonist","MRS3558","Drug","DGidb","Drug-Gene Interation",""
"AVPR1A","Gene","agonist","VASOPRESSIN","Drug","DGidb","Drug-Gene Interation",""
"CHRM1","Gene","antagonist","DICYCLOMINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"THRB","Gene","agonist","MGL-3196","Drug","DGidb","Drug-Gene Interation",""
"HDAC11","Gene","inhibitor","VORINOSTAT","Drug","DGidb","Drug-Gene Interation",""
"GSK3B","Gene","inhibitor","TIDEGLUSIB","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","antagonist","DULOXETINE","Drug","DGidb","Drug-Gene Interation",""
"BMPR1B","Gene","inhibitor","COMPOUND 13R","Drug","DGidb","Drug-Gene Interation","23639540"
"PARP1","Gene","inhibitor","OLAPARIB","Drug","DGidb","Drug-Gene Interation",""
"CEACAM5","Gene","antibody","LABETUZUMAB GOVITECAN","Drug","DGidb","Drug-Gene Interation",""
"ESR1","Gene","agonist","DIARYLPROPIONITRILE","Drug","DGidb","Drug-Gene Interation",""
"P2RY10","Gene","agonist","LPA","Drug","DGidb","Drug-Gene Interation",""
"BUB1","Gene","inhibitor","COMPOUND 2-3-2","Drug","DGidb","Drug-Gene Interation","24900824"
"HTR1F","Gene","agonist","ERGOTAMINE","Drug","DGidb","Drug-Gene Interation",""
"ADRA2A","Gene","agonist","CLONIDINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"TUBA3E","Gene","inhibitor","INDIBULIN","Drug","DGidb","Drug-Gene Interation",""
"BRD9","Gene","inhibitor","TP-472","Drug","DGidb","Drug-Gene Interation",""
"OPRK1","Gene","agonist","MP1104","Drug","DGidb","Drug-Gene Interation",""
"ADRA1A","Gene","antagonist","INDORAMIN","Drug","DGidb","Drug-Gene Interation",""
"TACR1","Gene","antagonist","APREPITANT","Drug","DGidb","Drug-Gene Interation",""
"TTK","Gene","inhibitor","COMPOUND 20","Drug","DGidb","Drug-Gene Interation","30998356"
"ADORA2A","Gene","agonist","METRIFUDIL","Drug","DGidb","Drug-Gene Interation",""
"GRIN2B","Gene","antagonist","GV196771A","Drug","DGidb","Drug-Gene Interation",""
"CHRM3","Gene","antagonist","UH-AH 37","Drug","DGidb","Drug-Gene Interation",""
"BDKRB1","Gene","antagonist","Safotibant","Drug","DGidb","Drug-Gene Interation",""
"KCNQ4","Gene","activator","NC00075159","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","antagonist","DESLORATADINE","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","AMG319","Drug","DGidb","Drug-Gene Interation",""
"FLT4","Gene","inhibitor","Fruquintinib","Drug","DGidb","Drug-Gene Interation",""
"LCK","Gene","inhibitor","CCT241161","Drug","DGidb","Drug-Gene Interation",""
"ESR1","Gene","modulator","BAZEDOXIFENE ACETATE","Drug","DGidb","Drug-Gene Interation",""
"ITGAL","Gene","inhibitor","ODULIMOMAB","Drug","DGidb","Drug-Gene Interation",""
"SCN9A","Gene","blocker","RAXATRIGINE","Drug","DGidb","Drug-Gene Interation",""
"PIK3R1","Gene","inhibitor","BKM120","Drug","DGidb","Drug-Gene Interation",""
"BACE1","Gene","inhibitor","COMPOUND 15","Drug","DGidb","Drug-Gene Interation","25699151"
"HTR1B","Gene","allosteric modulator","5-HT-MODULINE","Drug","DGidb","Drug-Gene Interation",""
"SSTR2","Gene","agonist","NOC-ATE","Drug","DGidb","Drug-Gene Interation",""
"ADORA2A","Gene","agonist","NECA","Drug","DGidb","Drug-Gene Interation",""
"PIK3R2","Gene","inhibitor","GDC-0941","Drug","DGidb","Drug-Gene Interation",""
"GABRA5","Gene","positive modulator","CLORAZEPATE DIPOTASSIUM","Drug","DGidb","Drug-Gene Interation",""
"GRM3","Gene","allosteric modulator","COMPOUND 4","Drug","DGidb","Drug-Gene Interation","21105727"
"BCL2","Gene","inhibitor","VENETOCLAX","Drug","DGidb","Drug-Gene Interation",""
"GJB6","Gene","inhibitor","CARBENOXOLONE","Drug","DGidb","Drug-Gene Interation",""
"CCR8","Gene","agonist","ZK 756326","Drug","DGidb","Drug-Gene Interation",""
"SLC6A3","Gene","inhibitor","WIN35428","Drug","DGidb","Drug-Gene Interation",""
"CDK15","Gene","inhibitor","AT-7519","Drug","DGidb","Drug-Gene Interation",""
"STK10","Gene","inhibitor","BOSUTINIB","Drug","DGidb","Drug-Gene Interation",""
"PTGDR","Gene","agonist","SQ-27986","Drug","DGidb","Drug-Gene Interation",""
"CHRM1","Gene","agonist","AZD6088","Drug","DGidb","Drug-Gene Interation",""
"SCN3A","Gene","blocker","PROPARACAINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"PTGS1","Gene","inhibitor","NEPAFENAC","Drug","DGidb","Drug-Gene Interation",""
"GRIN2D","Gene","antagonist","5,7-DICHLOROKYNURENIC ACID","Drug","DGidb","Drug-Gene Interation",""
"CACNA1B","Gene","blocker","CNV2197944","Drug","DGidb","Drug-Gene Interation",""
"HTR2C","Gene","antagonist","TRIFLUOPERAZINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"KCNQ5","Gene","blocker","GUANIDINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"F9","Gene","inhibitor","COMPOUND 57","Drug","DGidb","Drug-Gene Interation","20121197"
"TUBA3E","Gene","inhibitor","LEXIBULIN","Drug","DGidb","Drug-Gene Interation",""
"TRPM3","Gene","blocker","NA+","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","antagonist","DIMENHYDRINATE","Drug","DGidb","Drug-Gene Interation",""
"SCN3A","Gene","blocker","LIDOCAINE HYDROCHLORIDE HYDRATE","Drug","DGidb","Drug-Gene Interation",""
"BCL2","Gene","inhibitor","AT101","Drug","DGidb","Drug-Gene Interation",""
"HDAC3","Gene","inhibitor","CITARINOSTAT","Drug","DGidb","Drug-Gene Interation",""
"NUAK2","Gene","inhibitor","WZ4003","Drug","DGidb","Drug-Gene Interation",""
"CALCR","Gene","agonist","PRAMLINTIDE ACETATE","Drug","DGidb","Drug-Gene Interation",""
"PIK3CG","Gene","inhibitor","XL-765","Drug","DGidb","Drug-Gene Interation",""
"AXL","Gene","inhibitor","BELIZATINIB","Drug","DGidb","Drug-Gene Interation",""
"ATP1B1","Gene","inhibitor","DIGOXIN","Drug","DGidb","Drug-Gene Interation",""
"GABRA2","Gene","allosteric modulator","[3H]FLUNITRAZEPAM","Drug","DGidb","Drug-Gene Interation",""
"PPARG","Gene","agonist","NETOGLITAZONE","Drug","DGidb","Drug-Gene Interation",""
"KIT","Gene","inhibitor","KBP-7018","Drug","DGidb","Drug-Gene Interation",""
"TRPV4","Gene","blocker","LA3+","Drug","DGidb","Drug-Gene Interation",""
"JAK2","Gene","inhibitor","LS-104","Drug","DGidb","Drug-Gene Interation",""
"CHRM3","Gene","agonist","ARECAIDINE PROPARGYL ESTER","Drug","DGidb","Drug-Gene Interation",""
"ESRRG","Gene","agonist","DAIDZEIN","Drug","DGidb","Drug-Gene Interation",""
"DRD1","Gene","antagonist","PROCHLORPERAZINE","Drug","DGidb","Drug-Gene Interation",""
"PRMT3","Gene","allosteric modulator","SGC707","Drug","DGidb","Drug-Gene Interation",""
"VIPR1","Gene","agonist","PHM","Drug","DGidb","Drug-Gene Interation",""
"LCK","Gene","inhibitor","IBRUTINIB","Drug","DGidb","Drug-Gene Interation",""
"ABL1","Gene","inhibitor","PP121","Drug","DGidb","Drug-Gene Interation",""
"AVPR1B","Gene","agonist","ARGININE VASOTOCIN","Drug","DGidb","Drug-Gene Interation",""
"BIRC2","Gene","antagonist","SM-337","Drug","DGidb","Drug-Gene Interation",""
"TUBB3","Gene","inhibitor","COLCHICINE","Drug","DGidb","Drug-Gene Interation",""
"HTR2B","Gene","agonist","AL-37350A","Drug","DGidb","Drug-Gene Interation",""
"OPRD1","Gene","agonist","DYNORPHIN B","Drug","DGidb","Drug-Gene Interation",""
"FZD2","Gene","antagonist","VANTICTUMAB","Drug","DGidb","Drug-Gene Interation",""
"MAPK14","Gene","inhibitor","GSK-610677","Drug","DGidb","Drug-Gene Interation",""
"NTRK3","Gene","inhibitor","RIPK1 INHIBITOR 22B","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","antagonist","NEFAZODONE","Drug","DGidb","Drug-Gene Interation",""
"CACNA1E","Gene","modulator","IMAGABALIN","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","VOXTALISIB","Drug","DGidb","Drug-Gene Interation",""
"LCK","Gene","inhibitor","ILORASERTIB","Drug","DGidb","Drug-Gene Interation",""
"BCR","Gene","inhibitor","DASATINIB","Drug","DGidb","Drug-Gene Interation",""
"PSMA4","Gene","inhibitor","OPROZOMIB","Drug","DGidb","Drug-Gene Interation",""
"RARG","Gene","agonist","ALITRETINOIN","Drug","DGidb","Drug-Gene Interation",""
"CCR2","Gene","antagonist","SB-282241","Drug","DGidb","Drug-Gene Interation",""
"AVPR2","Gene","agonist","LYPRESSIN","Drug","DGidb","Drug-Gene Interation",""
"ATAD2B","Gene","inhibitor","GSK8814","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","antagonist","ZALUTUMUMAB","Drug","DGidb","Drug-Gene Interation",""
"HDAC2","Gene","inhibitor","MOCETINOSTAT","Drug","DGidb","Drug-Gene Interation",""
"S1PR4","Gene","agonist","DIHYDROSPHINGOSINE 1-PHOSPHATE","Drug","DGidb","Drug-Gene Interation",""
"PDE5A","Gene","inhibitor","SILDENAFIL","Drug","DGidb","Drug-Gene Interation",""
"PGR","Gene","agonist","PROGESTERONE","Drug","DGidb","Drug-Gene Interation",""
"EHMT2","Gene","inhibitor","BRD9539","Drug","DGidb","Drug-Gene Interation",""
"ADCY5","Gene","activator","FD6","Drug","DGidb","Drug-Gene Interation",""
"PTGS1","Gene","inhibitor","MEFENAMIC ACID","Drug","DGidb","Drug-Gene Interation",""
"HTR2B","Gene","antagonist","SB 243213","Drug","DGidb","Drug-Gene Interation",""
"CCR5","Gene","antagonist","TAK-220","Drug","DGidb","Drug-Gene Interation",""
"HTR1A","Gene","antagonist","(-)-PROPRANOLOL","Drug","DGidb","Drug-Gene Interation",""
"GABRB2","Gene","positive modulator","PRIMIDONE","Drug","DGidb","Drug-Gene Interation",""
"VIPR2","Gene","agonist","RO 25-1392","Drug","DGidb","Drug-Gene Interation",""
"GRM7","Gene","antagonist","MSOPPE","Drug","DGidb","Drug-Gene Interation",""
"TRPV6","Gene","blocker","LA3+","Drug","DGidb","Drug-Gene Interation",""
"TUBB","Gene","inhibitor","CROLIBULIN","Drug","DGidb","Drug-Gene Interation",""
"CRHR1","Gene","agonist","[125I]SAUVAGINE (FROG)","Drug","DGidb","Drug-Gene Interation",""
"TOP2A","Gene","inhibitor","ETOPOSIDE PHOSPHATE","Drug","DGidb","Drug-Gene Interation",""
"CHRM2","Gene","antagonist","DEXETIMIDE","Drug","DGidb","Drug-Gene Interation",""
"MAP2K2","Gene","inhibitor","GDC-0973","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","ILORASERTIB","Drug","DGidb","Drug-Gene Interation",""
"FGFR2","Gene","inhibitor","XL-999","Drug","DGidb","Drug-Gene Interation",""
"ADORA1","Gene","antagonist","Derenofylline","Drug","DGidb","Drug-Gene Interation",""
"CCR1","Gene","agonist","[125I]CCL8 (HUMAN)","Drug","DGidb","Drug-Gene Interation",""
"BDKRB2","Gene","antagonist","NPC 18565","Drug","DGidb","Drug-Gene Interation",""
"IFNAR2","Gene","agonist","ALBINTERFERON ALFA-2B","Drug","DGidb","Drug-Gene Interation",""
"CD4","Gene","inhibitor","IBALIZUMAB","Drug","DGidb","Drug-Gene Interation",""
"FPR2","Gene","agonist","V3 PEPTIDE","Drug","DGidb","Drug-Gene Interation",""
"PARP3","Gene","inhibitor","RUCAPARIB CAMSYLATE","Drug","DGidb","Drug-Gene Interation",""
"ADORA2A","Gene","antagonist","MRS928","Drug","DGidb","Drug-Gene Interation",""
"MET","Gene","inhibitor","TANESPIMYCIN","Drug","DGidb","Drug-Gene Interation",""
"SLC19A1","Gene","inhibitor","METHOTREXATE","Drug","DGidb","Drug-Gene Interation",""
"AKT3","Gene","inhibitor","AZD-5363","Drug","DGidb","Drug-Gene Interation",""
"CXCR1","Gene","agonist","HIV-1 MATRIX PROTEIN P17","Drug","DGidb","Drug-Gene Interation",""
"KCNJ11","Gene","activator","NICORANDIL","Drug","DGidb","Drug-Gene Interation",""
"ADRB3","Gene","agonist","AMIBEGRON","Drug","DGidb","Drug-Gene Interation",""
"ERBB3","Gene","antagonist","MM-121","Drug","DGidb","Drug-Gene Interation",""
"PTGS1","Gene","inhibitor","INDOMETHACIN SODIUM","Drug","DGidb","Drug-Gene Interation",""
"GRIA3","Gene","positive modulator","PF-04958242","Drug","DGidb","Drug-Gene Interation",""
"P2RY11","Gene","antagonist","SURAMIN","Drug","DGidb","Drug-Gene Interation",""
"ITPKC","Gene","inhibitor","GNF362","Drug","DGidb","Drug-Gene Interation",""
"TUBA1C","Gene","inhibitor","TRASTUZUMAB EMTANSINE","Drug","DGidb","Drug-Gene Interation",""
"JAK3","Gene","inhibitor","ACALABRUTINIB","Drug","DGidb","Drug-Gene Interation",""
"MCOLN3","Gene","activator","ML SA1","Drug","DGidb","Drug-Gene Interation",""
"PIK3R6","Gene","inhibitor","GDC-0941","Drug","DGidb","Drug-Gene Interation",""
"FRK","Gene","inhibitor","ENMD-981693","Drug","DGidb","Drug-Gene Interation",""
"PIK3CB","Gene","inhibitor","PF-4691502","Drug","DGidb","Drug-Gene Interation",""
"HTR1F","Gene","agonist","BRL-15572","Drug","DGidb","Drug-Gene Interation",""
"CACNG7","Gene","blocker","BEPRIDIL HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"GJA5","Gene","inhibitor","CARBENOXOLONE","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","antagonist","ORPHENADRINE (CHLORIDE)","Drug","DGidb","Drug-Gene Interation",""
"SLC12A2","Gene","inhibitor","PIRETANIDE","Drug","DGidb","Drug-Gene Interation",""
"SMO","Gene","antagonist","AZD8542","Drug","DGidb","Drug-Gene Interation",""
"TBXAS1","Gene","inhibitor","COMPOUND 7P","Drug","DGidb","Drug-Gene Interation","7861416"
"ECE1","Gene","inhibitor","PD159790","Drug","DGidb","Drug-Gene Interation",""
"MC1R","Gene","agonist","MT-II","Drug","DGidb","Drug-Gene Interation",""
"TRPC5","Gene","blocker","GSMTX-4","Drug","DGidb","Drug-Gene Interation",""
"CPB2","Gene","inhibitor","UK-396,082","Drug","DGidb","Drug-Gene Interation",""
"PTK2B","Gene","inhibitor","CONTELTINIB","Drug","DGidb","Drug-Gene Interation",""
"ADRB3","Gene","agonist","LY377604","Drug","DGidb","Drug-Gene Interation",""
"KCNH2","Gene","blocker","CISAPRIDE","Drug","DGidb","Drug-Gene Interation",""
"ADRB3","Gene","antagonist","LABETALOL HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"ADRA2B","Gene","agonist","NAPHAZOLINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"CDC7","Gene","inhibitor","XL413","Drug","DGidb","Drug-Gene Interation",""
"KCNN3","Gene","blocker","TUBOCURARINE","Drug","DGidb","Drug-Gene Interation",""
"SCN10A","Gene","blocker","PHENAZOPYRIDINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"HTT","Gene","inhibitor","NEFAZODONE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"LCK","Gene","inhibitor","XILIERTINIB","Drug","DGidb","Drug-Gene Interation",""
"DRD5","Gene","agonist","SKF-76783","Drug","DGidb","Drug-Gene Interation",""
"HCRTR1","Gene","antagonist","[3H]-ALMOREXANT","Drug","DGidb","Drug-Gene Interation",""
"SCN9A","Gene","blocker","DISOPYRAMIDE PHOSPHATE","Drug","DGidb","Drug-Gene Interation",""
"APLNR","Gene","agonist","APELIN-17","Drug","DGidb","Drug-Gene Interation",""
"GABRG3","Gene","partial agonist","ADIPIPLON","Drug","DGidb","Drug-Gene Interation",""
"ITGAV","Gene","inhibitor","ABCIXIMAB","Drug","DGidb","Drug-Gene Interation",""
"TH","Gene","inhibitor","ALPHA-METHYLTYROSINE","Drug","DGidb","Drug-Gene Interation",""
"MET","Gene","inhibitor","ABT-700","Drug","DGidb","Drug-Gene Interation",""
"IDH1","Gene","inhibitor","OLUTASIDENIB","Drug","DGidb","Drug-Gene Interation",""
"HDAC1","Gene","inhibitor","RICOLINOSTAT","Drug","DGidb","Drug-Gene Interation",""
"HTR1E","Gene","antagonist","SERTINDOLE","Drug","DGidb","Drug-Gene Interation",""
"SLC6A2","Gene","inhibitor","NISOXETINE","Drug","DGidb","Drug-Gene Interation",""
"GRIA1","Gene","positive modulator","CX1739","Drug","DGidb","Drug-Gene Interation",""
"SSTR3","Gene","agonist","[111IN]DOTA-NOC-ATE","Drug","DGidb","Drug-Gene Interation",""
"CNR2","Gene","agonist","BAY-593074","Drug","DGidb","Drug-Gene Interation",""
"SSTR5","Gene","antagonist","S5A1","Drug","DGidb","Drug-Gene Interation",""
"TRHR","Gene","agonist","TALTIRELIN","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","PWT33597","Drug","DGidb","Drug-Gene Interation",""
"HTT","Gene","inhibitor","VENLAFAXINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"PIK3R1","Gene","inhibitor","PF-4691502","Drug","DGidb","Drug-Gene Interation",""
"EDNRB","Gene","antagonist","APROCITENTAN","Drug","DGidb","Drug-Gene Interation",""
"GABRA3","Gene","positive modulator","TRIAZOLAM","Drug","DGidb","Drug-Gene Interation",""
"HDAC4","Gene","inhibitor","PIVANEX","Drug","DGidb","Drug-Gene Interation",""
"CSF1R","Gene","inhibitor","TANDUTINIB","Drug","DGidb","Drug-Gene Interation",""
"KCNC4","Gene","blocker","GUANIDINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"GABRQ","Gene","positive modulator","BUTABARBITAL SODIUM","Drug","DGidb","Drug-Gene Interation",""
"KCNS1","Gene","blocker","GUANIDINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"OPRM1","Gene","partial agonist","BUTORPHANOL TARTRATE","Drug","DGidb","Drug-Gene Interation",""
"TLR7","Gene","agonist","GSK2245035","Drug","DGidb","Drug-Gene Interation",""
"ATR","Gene","inhibitor","DACTOLISIB","Drug","DGidb","Drug-Gene Interation",""
"FGFR2","Gene","inhibitor","REGORAFENIB","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","NECITUMUMAB","Drug","DGidb","Drug-Gene Interation",""
"ACE","Gene","inhibitor","SPIRAPRILAT","Drug","DGidb","Drug-Gene Interation",""
"CASR","Gene","allosteric modulator","TECALCET","Drug","DGidb","Drug-Gene Interation",""
"HRH2","Gene","antagonist","MK-0249","Drug","DGidb","Drug-Gene Interation",""
"PLA2G7","Gene","inhibitor","ABX-1431","Drug","DGidb","Drug-Gene Interation",""
"THRB","Gene","agonist","LIOTHYRONINE SODIUM","Drug","DGidb","Drug-Gene Interation",""
"CHRM2","Gene","antagonist","[3H]QNB","Drug","DGidb","Drug-Gene Interation",""
"GALR3","Gene","antagonist","SNAP 37889","Drug","DGidb","Drug-Gene Interation",""
"CACNA1C","Gene","blocker","BEPRIDIL HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"PDE10A","Gene","inhibitor","PDE4 INHIBITOR 16","Drug","DGidb","Drug-Gene Interation",""
"CNR1","Gene","agonist","NONABINE","Drug","DGidb","Drug-Gene Interation",""
"CASP3","Gene","inhibitor","COMPOUND 4","Drug","DGidb","Drug-Gene Interation","12408711"
"LTB4R","Gene","antagonist","ETALOCIB","Drug","DGidb","Drug-Gene Interation",""
"PIK3C2G","Gene","inhibitor","SOPHORETIN","Drug","DGidb","Drug-Gene Interation",""
"ABL1","Gene","inhibitor","ZAK INHIBITOR 6P","Drug","DGidb","Drug-Gene Interation",""
"FGFR1","Gene","inhibitor","MASITINIB","Drug","DGidb","Drug-Gene Interation",""
"TSHR","Gene","agonist","THYROTROPIN","Drug","DGidb","Drug-Gene Interation",""
"NR3C1","Gene","agonist","BETAMETHASONE VALERATE","Drug","DGidb","Drug-Gene Interation",""
"SCN11A","Gene","blocker","PROPAFENONE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"TBXA2R","Gene","antagonist","SQ-29548","Drug","DGidb","Drug-Gene Interation",""
"BDKRB1","Gene","antagonist","B-10356","Drug","DGidb","Drug-Gene Interation",""
"TRPV3","Gene","blocker","ISOPENTENYL DIPHOSPHATE","Drug","DGidb","Drug-Gene Interation",""
"ADRA1B","Gene","antagonist","PHENTOLAMINE","Drug","DGidb","Drug-Gene Interation",""
"CDK5","Gene","inhibitor","CGP74514A","Drug","DGidb","Drug-Gene Interation",""
"PPARG","Gene","agonist","GW409544","Drug","DGidb","Drug-Gene Interation",""
"S1PR5","Gene","agonist","VPC44116","Drug","DGidb","Drug-Gene Interation",""
"PRKCB","Gene","inhibitor","CGP53353","Drug","DGidb","Drug-Gene Interation",""
"HTR2B","Gene","antagonist","RS-102221","Drug","DGidb","Drug-Gene Interation",""
"TUBA4A","Gene","inhibitor","CROLIBULIN","Drug","DGidb","Drug-Gene Interation",""
"CCKAR","Gene","agonist","CERULETIDE DIETHYLAMINE","Drug","DGidb","Drug-Gene Interation",""
"PLG","Gene","inhibitor","APROTININ","Drug","DGidb","Drug-Gene Interation",""
"DPP7","Gene","inhibitor","UAMC00039","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","agonist","HISTAPRODIFEN","Drug","DGidb","Drug-Gene Interation",""
"GRIK4","Gene","antagonist","Selurampanel","Drug","DGidb","Drug-Gene Interation",""
"MET","Gene","antibody","ONARTUZUMAB","Drug","DGidb","Drug-Gene Interation",""
"MC5R","Gene","agonist","Î‘-MSH","Drug","DGidb","Drug-Gene Interation",""
"GABRG3","Gene","positive modulator","THIAMYLAL SODIUM","Drug","DGidb","Drug-Gene Interation",""
"SCN10A","Gene","blocker","PROPARACAINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"GRIN3B","Gene","antagonist","AV-101","Drug","DGidb","Drug-Gene Interation",""
