InteractorA,Relation,InteractorB,PMID
WNT7A,up-regulates-activity,FZD7,23290138
SDF2L1,up-regulates-activity,LRP4,24140340
GEM,down-regulates-activity,ROCK2,16757346
GEM,down-regulates-activity,ROCK2,14701738
GEM,down-regulates-activity,ROCK2,14701738
GEM,down-regulates-activity,ROCK2,16757346
GSK3B,down-regulates-activity,CLASP2,19638411
GSK3B,down-regulates-activity,CLASP2,19638411
ULK2,up-regulates,ATG13,19225151
ATG101,up-regulates,ATG13,19597335
FOXP1,down-regulates-quantity-by-repression,HIP1R,23884370
ATM,up-regulates,RNF40,21763684
ARID5B,up-regulates-activity,PHF2,21532585
EGFR,unknown,CTNND1,14996911
CNOT3,unknown,CAND2,12207886
MYT1L,up-regulates-activity,SIN3B,28379941
WNT10B,up-regulates,LRP5,15578921
WNT7A,up-regulates-activity,LRP5,15578921
WNT9A,up-regulates,LRP5,15578921
WNT9B,up-regulates,LRP5,15578921
WNT1,up-regulates-activity,LRP5,21078818
WNT1,up-regulates-activity,LRP5,15578921
WNT2,up-regulates,LRP5,15578921
WNT3A,up-regulates-activity,LRP5,15578921
WNT3A,up-regulates-activity,LRP5,21078818
WNT4,up-regulates,LRP5,15578921
WNT7B,up-regulates,LRP5,15923619
WNT7B,up-regulates,LRP5,15578921
FZD5,up-regulates-activity,LRP5,25902418
FZD2,up-regulates-activity,LRP5,25902418
WNT2B,up-regulates,LRP5,15578921
WNT10A,up-regulates,LRP5,15578921
WNT8A,up-regulates,LRP5,15578921
WNT5B,up-regulates,LRP5,15578921
FZD8,up-regulates-activity,LRP5,21078818
FZD4,up-regulates-activity,LRP5,25902418
WNT6,up-regulates,LRP5,15578921
3C-like proteinase,down-regulates-activity,ATP6V1G1,16226257
NFKB1,up-regulates-quantity-by-expression,IEX-1L,9703517
RELA,up-regulates-quantity-by-expression,IEX-1L,9703517
FBLIM1,up-regulates-activity,FLNB,24165133
AKT1,down-regulates,NCOR1,23940660
SIRT1,up-regulates,NCOR1,22395773
CSNK2A1,up-regulates,VAMP4,14608369
MTOR,down-regulates-activity,ULK1,19690328
MTOR,down-regulates-activity,ULK1,21383122
MTOR,down-regulates-activity,ULK1,21460634
PRKAA2,up-regulates,ULK1,19584320
PRKAA2,up-regulates,ULK1,21205641
PRKAA2,up-regulates,ULK1,21205641
PRKAA2,up-regulates,ULK1,19584320
PRKAA2,up-regulates,ULK1,21205641
PRKAA2,up-regulates,ULK1,19584320
RAB1A,up-regulates-activity,ULK1,27334615
PRKAA1,up-regulates-activity,ULK1,21460634
SMCR8,down-regulates-quantity,ULK1,28195531
SMCR8,down-regulates-activity,ULK1,28195531
PRKAB1,up-regulates,ULK1,21460634
CSKMT,down-regulates-activity,CS,34929314
CSKMT,down-regulates-activity,CS,34929314
AURKC,up-regulates-activity,TACC1,21531210
CNOT9,up-regulates-activity,GIGYF1,20878056
AREL1,down-regulates-quantity-by-destabilization,MTX2,34584540
HOXD12,down-regulates-activity,MAF,11036080
GSK3A,up-regulates,MAF,18042454
GSK3A,down-regulates,MAF,18042454
GSK3B,down-regulates,MAF,18042454
GSK3B,up-regulates,MAF,18042454
PRRX1,down-regulates-activity,MAF,11036080
DYRK2,down-regulates-quantity-by-destabilization,KATNA1,19287380
DYRK2,down-regulates-quantity-by-destabilization,KATNA1,19287380
DYRK2,down-regulates-quantity-by-destabilization,KATNA1,19287380
KATNB1,up-regulates-quantity-by-stabilization,KATNA1,10751153
SOD1,up-regulates-activity,ERN1,18519638
HSPA5,down-regulates-activity,ERN1,31226023
E,down-regulates-activity,ERN1,22028656
PDIA6,down-regulates-activity,ERN1,24508390
DAB2IP,up-regulates-activity,ERN1,27858941
CHEK1,down-regulates-activity,E2F6,23954429
CHEK1,down-regulates-activity,E2F6,23954429
CNTF,up-regulates,CRLF1,11294841
NR0B2,down-regulates,NR1I2,12805410
RSPO2,up-regulates,LGR5,21693646
RSPO3,up-regulates,LGR5,21693646
CDC7,up-regulates,PSIP1,7231784
CASP3,down-regulates,PSIP1,18708362
TNF,up-regulates,TNFRSF21,9714541
PPP4C,up-regulates,BANF1,16495336
PPP4C,up-regulates,BANF1,24265311
VRK2,down-regulates,BANF1,16495336
VRK2,down-regulates,BANF1,16371512
VRK2,down-regulates,BANF1,16495336
VRK2,down-regulates,BANF1,16495336
VRK3,down-regulates-activity,BANF1,25899223
VRK1,down-regulates,BANF1,16495336
VRK1,down-regulates,BANF1,16371512
VRK1,down-regulates,BANF1,16495336
VRK1,down-regulates,BANF1,16495336
CDK2,up-regulates,SF3B1,12105215
CDK2,unknown,SF3B1,12105215
CDK2,up-regulates,SF3B1,12105215
DYRK1A,unknown,SF3B1,16512921
FUS,up-regulates-quantity-by-stabilization,CSDE1,32808651
SRC,up-regulates-activity,DAB1,11279201
SRC,up-regulates-activity,DAB1,11279201
SRC,up-regulates-activity,DAB1,11279201
SRC,up-regulates-activity,DAB1,11279201
PTPRG,down-regulates-activity,DAB1,25624455
TOP2B,up-regulates-quantity-by-expression,DAB1,24463367
STXBP2,up-regulates-activity,STX11,28265073
RB1,up-regulates-quantity-by-expression,ITGA10,24287699
WNT10B,up-regulates-activity,LRP6,15578921
WNT7A,up-regulates-activity,LRP6,15578921
DVL1,up-regulates-activity,LRP6,17569865
DVL2,up-regulates-activity,LRP6,10196136
WNT9A,up-regulates,LRP6,15578921
DKK1,down-regulates,LRP6,11448771
CDK14,up-regulates,LRP6,20059949
WNT11,up-regulates-activity,LRP6,15578921
WNT1,up-regulates-activity,LRP6,21078818
WNT2,up-regulates,LRP6,15578921
CDH1,up-regulates,LRP6,20940130
PRKACA,up-regulates-activity,LRP6,18981475
MAPK3,up-regulates,LRP6,20974802
MAPK1,up-regulates,LRP6,20974802
CCN2,up-regulates,LRP6,18528331
GRK5,up-regulates,LRP6,2787365
WNT5A,up-regulates-activity,LRP6,15578921
MAPK8,up-regulates,LRP6,20974802
CSNK1A1,up-regulates,LRP6,16341017
CSNK1A1,up-regulates,LRP6,16341017
CSNK1E,up-regulates,LRP6,16513652
CSNK1E,up-regulates,LRP6,16513652
GSK3B,up-regulates-activity,LRP6,16341017
WNT3,up-regulates,LRP6,15578921
WNT3A,up-regulates-activity,LRP6,21078818
WNT3A,up-regulates-activity,LRP6,15578921
WNT3A,up-regulates-activity,LRP6,16890161
WNT4,up-regulates,LRP6,15578921
DAB2,down-regulates,LRP6,22491013
CAV1,up-regulates,LRP6,16890161
PTH1R,up-regulates,LRP6,23151663
FZD5,up-regulates-activity,LRP6,18077588
FZD2,up-regulates-activity,LRP6,18077588
MEST,down-regulates-activity,LRP6,21375506
AMER1,up-regulates-activity,LRP6,21304492
CAPRIN2,up-regulates,LRP6,19619488
CSNK1A1L,up-regulates,LRP6,21606194
CSNK1A1L,up-regulates,LRP6,19293931
KREMEN2,down-regulates,LRP6,12050670
WNT8B,up-regulates,LRP6,15578921
KREMEN1,up-regulates,LRP6,12050670
PIP5K1A,up-regulates,LRP6,18772438
WNT10A,up-regulates,LRP6,15578921
WNT5B,up-regulates,LRP6,15578921
FZD8,up-regulates-activity,LRP6,21078818
CSNK1G1,up-regulates,LRP6,16341016
WNT16,up-regulates,LRP6,15578921
ZNRF3,down-regulates-quantity,LRP6,22575959
ZNRF3,down-regulates,LRP6,22575959
ZNRF3,down-regulates,LRP6,23151663
FZD4,up-regulates-activity,LRP6,18077588
MACF1,up-regulates,LRP6,16815997
RPS6KA5,unknown,RPS6KA5,15568999
RPS6KA5,up-regulates-activity,RPS6KA5,15568999
RPS6KA5,up-regulates-activity,RPS6KA5,15568999
RPS6KA5,up-regulates-activity,RPS6KA5,15568999
RPS6KA5,unknown,RPS6KA5,15568999
RPS6KA5,unknown,RPS6KA5,15568999
MAPK3,up-regulates,RPS6KA5,15568999
MAPK3,up-regulates-activity,RPS6KA5,15568999
MAPK3,up-regulates,RPS6KA5,15568999
MAPK1,up-regulates,RPS6KA5,18267068
MAPK1,up-regulates,RPS6KA5,11940578
MAPK1,up-regulates,RPS6KA5,11940578
MAPK1,up-regulates,RPS6KA5,9687510
MAPK1,up-regulates-activity,RPS6KA5,15568999
MAPK1,up-regulates,RPS6KA5,15568999
MAPK11,up-regulates,RPS6KA5,9687510
MAPK11,up-regulates,RPS6KA5,9687510
MAPK11,up-regulates,RPS6KA5,9687510
MAPK14,up-regulates-activity,RPS6KA5,15568999
MAPK14,up-regulates-activity,RPS6KA5,9687510
MAPK14,up-regulates-activity,RPS6KA5,15568999
MAPK14,up-regulates-activity,RPS6KA5,15568999
MYC,down-regulates-quantity-by-repression,MYCBP2,32814769
RANGAP1,down-regulates-quantity-by-destabilization,MYCBP2,26304119
DOT1L,down-regulates-quantity-by-repression,MYCBP2,32814769
FOXJ1,up-regulates-quantity-by-expression,SPAG6,23822649
POU5F1,up-regulates-quantity-by-expression,LEFTY1,17068183
PIAS1,up-regulates,PRDM1,22555612
FYN,up-regulates-activity,TOM1L1,11711534
RPS6KA4,up-regulates,RPS6KA4,17429437
CD3G,up-regulates,RPS6KA4,17668895
MAPK3,up-regulates,RPS6KA4,9792677
MAPK14,up-regulates,RPS6KA4,10806207
MAPK14,up-regulates,RPS6KA4,9792677
MAPK14,up-regulates,RPS6KA4,10806207
MAPK14,up-regulates,RPS6KA4,10806207
MAPK14,up-regulates,RPS6KA4,10806207
MAPK14,up-regulates,RPS6KA4,10806207
PRKCA,unknown,ADAP1,12893243
PRKCA,unknown,ADAP1,12893243
PRKCE,unknown,ADAP1,12893243
PRKCE,unknown,ADAP1,12893243
STK16,unknown,STK16,18184589
STK16,unknown,STK16,18184589
STK16,unknown,STK16,18184589
ATR,up-regulates-activity,WDHD1,26082189
REN,up-regulates,ATP6AP2,12045255
SMAD7,up-regulates,PPP1R15A,14718519
ATF4,up-regulates-quantity-by-expression,PPP1R15A,31226023
DDIT3,up-regulates-quantity-by-expression,PPP1R15A,31226023
BAG1,down-regulates-activity,PPP1R15A,12724406
CSNK2A1,up-regulates-activity,EIF3J,25887626
FBXO38,up-regulates-activity,KLF7,14729953
FOXO6,up-regulates-quantity-by-expression,IDH1,25648147
FOXO6,up-regulates-quantity-by-expression,IDH1,25648147
FOXO3,up-regulates-quantity-by-expression,IDH1,25648147
FOXO3,up-regulates-quantity-by-expression,IDH1,25648147
FLT3,up-regulates-activity,IDH1,34289383
FLT3,up-regulates-activity,IDH1,34289383
SREBF1,up-regulates-quantity-by-expression,IDH1,12923220
FOXO4,up-regulates-quantity-by-expression,IDH1,25648147
FOXO4,up-regulates-quantity-by-expression,IDH1,25648147
SREBF2,up-regulates-quantity-by-expression,IDH1,12923220
FOXO1,up-regulates-quantity-by-expression,IDH1,25648147
FOXO1,up-regulates-quantity-by-expression,IDH1,25648147
SKP2,down-regulates-quantity-by-destabilization,IDH1,34929314
AR,down-regulates-quantity-by-repression,CYP7B1,16630558
ASIP,up-regulates,ATRN,11137996
EGFR,unknown,STAM2,11687594
PTPN1,up-regulates-quantity-by-stabilization,STAM2,20504764
PRKACA,down-regulates-activity,GABBR2,11976702
PAK3,up-regulates-activity,PAK3,11278486
MAPKAPK2,up-regulates,PIAS1,23202365
CSNK2A1,up-regulates,PIAS1,19217413
CSNK2A1,up-regulates,PIAS1,19217413
CSNK2A1,up-regulates,PIAS1,19217413
PRKAA1,up-regulates-activity,PIAS1,27256105
NDN,down-regulates-quantity-by-destabilization,PIAS1,24911587
MAPK11,up-regulates-activity,PIAS2,16713578
MAPK11,up-regulates-activity,PIAS2,16713578
MAPK14,up-regulates-activity,PIAS2,16713578
MAPK14,up-regulates-activity,PIAS2,16713578
ATM,unknown,RAD17,10608806
ATM,unknown,RAD17,10608806
ATR,up-regulates-activity,RAD17,11687627
ATR,up-regulates-activity,RAD17,11687627
GSK3B,unknown,CABYR,15752768
GSK3B,unknown,CABYR,15752768
PTK2,up-regulates-activity,TRIO,12551902
CDKL5,up-regulates-activity,CDKL5,16935860
CDKL5,up-regulates-activity,CDKL5,16935860
MEF2C,up-regulates-quantity-by-expression,CDKL5,20513142
HIF1A,up-regulates-quantity-by-expression,STC2,18394600
TBX5,down-regulates-quantity-by-repression,SNCG,20802524
DFFA,down-regulates,DFFB,9108473
CASP3,up-regulates,DFFB,9108473
CRX,up-regulates-quantity-by-expression,BEST1,18849347
MITF,up-regulates-quantity-by-expression,BEST1,14982938
MITF,up-regulates-quantity-by-expression,BEST1,20530484
OTX1,up-regulates-quantity-by-expression,BEST1,18849347
OTX2,up-regulates-quantity-by-expression,BEST1,18849347
OTX2,up-regulates-quantity-by-expression,BEST1,20530484
SOX9,up-regulates-quantity-by-expression,BEST1,20530484
PRKCD,down-regulates-activity,BEST1,19635817
SRP19,up-regulates-activity,SRP72,30649418
MCM10,down-regulates,RECQL4,19696745
UBR1,up-regulates,RECQL4,15317757
UBR2,up-regulates,RECQL4,15317757
RPS6KB1,down-regulates-activity,URI1,17936702
PRKCG,down-regulates-activity,STK17B,18084041
TBX5,down-regulates-quantity-by-repression,MTA2,20802524
WDR48,up-regulates-activity,USP1,18082604
UBE3A,down-regulates-quantity-by-destabilization,ALDH1A2,29076503
PRKACA,unknown,TPPP,17693641
MAPK1,down-regulates-activity,TPPP,17693641
MAPK1,down-regulates-activity,TPPP,17693641
CDK5,down-regulates-activity,TPPP,17693641
CDK5,down-regulates-activity,TPPP,17693641
CDK5,down-regulates-activity,TPPP,17693641
TET1,up-regulates-quantity-by-expression,SLIT2,27708339
ATG7,up-regulates,ATG12,18704115
ATG10,up-regulates,ATG12,18704115
SAR1A,up-regulates-quantity,SEC24D,30605680
ATM,up-regulates-activity,UFL1,30886146
CDK1,down-regulates-activity,SUN1,25482198
CDK1,down-regulates-activity,SUN1,25482198
PLK1,down-regulates-activity,SUN1,25482198
TP63,up-regulates-quantity-by-expression,SUN1,28595999
MYC,down-regulates-quantity-by-repression,DKK1,17485441
ASCL1,down-regulates-quantity-by-repression,DKK1,23707066
POU5F1,down-regulates-quantity-by-repression,DKK1,17068183
CDK1,up-regulates,NFAT5,21209322
PTPN6,down-regulates-activity,NFAT5,20351292
CDK5,up-regulates,NFAT5,21209322
ATM,up-regulates,NFAT5,15173573
ATM,up-regulates,NFAT5,15173573
ATM,up-regulates,NFAT5,15173573
CCNY,up-regulates,CDK14,20059949
MYC,up-regulates-quantity-by-expression,GLS,19219026
JUN,up-regulates-quantity-by-expression,GLS,28111979
PPARG,down-regulates-quantity-by-repression,GLS,33754076
SIRT5,up-regulates-activity,GLS,30910998
ESR1,up-regulates-quantity-by-expression,KDM4B,20682797
TP53,up-regulates-quantity-by-expression,KDM4B,28073943
HIF1A,up-regulates-quantity-by-expression,KDM4B,20682797
EPHB2,down-regulates-quantity-by-destabilization,ARHGEF15,21029865
NPM1,down-regulates-activity,HEXIM1,18371977
HNRNPU,up-regulates-quantity-by-stabilization,HEXIM1,17174306
LARP7,down-regulates-activity,HEXIM1,30824372
TCEA1,up-regulates,UBR5,21127351
MAPK9,down-regulates,MFN2,22748923
STOML2,up-regulates-quantity-by-expression,MFN2,20359165
TNFRSF6B,down-regulates,TNFSF15,11911831
ULK1,up-regulates,GABARAP,11146101
ANK3,up-regulates-activity,GABARAP,30504823
NBR1,up-regulates,GABARAP,19250911
WDFY3,down-regulates-quantity-by-destabilization,GABARAP,24668264
ATG3,up-regulates-activity,GABARAP,16303767
ATG4B,up-regulates-activity,GABARAP,16303767
PRKACA,down-regulates-activity,CACNA1H,19131331
PRKACA,down-regulates-activity,CACNA1H,19131331
NTN1,up-regulates,UNC5C,10399920
PINK1,up-regulates-activity,LETM1,29123128
BECN1,up-regulates-activity,ZWINT,23478334
AURKB,up-regulates-activity,ZWINT,21775627
AURKB,up-regulates-activity,ZWINT,21775627
AURKB,up-regulates-activity,ZWINT,21775627
PPP2R5B,up-regulates-activity,KIF20A,27939310
AURKB,down-regulates-activity,KIF20A,27939310
AURKA,up-regulates-activity,KIF4A,31881080
CDK1,up-regulates-activity,KIF4A,29771379
PRKAA1,up-regulates-activity,KIF4A,28992084
AURKB,up-regulates-activity,KIF4A,28992084
GRK2,down-regulates-activity,SNCG,10852916
CDK1,up-regulates,KAT7,18250300
CDK1,up-regulates,KAT7,18250300
PLK1,up-regulates,KAT7,18250300
SOX2,up-regulates-quantity-by-expression,ABCC6,21531766
PLAG1,up-regulates-quantity-by-expression,ABCC6,18850323
PLAGL1,up-regulates-quantity-by-expression,ABCC6,18850323
E2F1,up-regulates-quantity-by-expression,RASGRP1,18396012
RNF146,down-regulates-quantity,TNKS,21799911
KCNB1,up-regulates-quantity,VAPB,29941597
KCNB2,up-regulates-quantity,VAPB,29941597
TOR1A,up-regulates-activity,SNAPIN,18167355
PRKACA,up-regulates-activity,SNAPIN,11283605
LRRK2,down-regulates,SNAPIN,23949442
SRC,up-regulates,MPZL1,11751924
SRC,up-regulates,MPZL1,11751924
PTPN11,down-regulates,MPZL1,10681522
SRC,up-regulates-activity,CELF2,17855367
IRX1,down-regulates-quantity-by-repression,CELF2,20440264
TLE1,up-regulates-activity,SIX3,12441302
GNAI3,up-regulates-activity,TNFAIP8,20607800
GNAI1,up-regulates-activity,TNFAIP8,20607800
MAP3K6,up-regulates-activity,MAP3K6,17210579
MAP3K5,up-regulates-quantity-by-stabilization,MAP3K6,17210579
CTNNB1,up-regulates-quantity,CCN4,10716946
FST,down-regulates-activity,GDF11,24627466
TGFBR1,up-regulates-activity,ZFYVE9,9865696
TGFBR2,up-regulates-activity,ZFYVE9,9865696
RNF180,down-regulates-quantity-by-destabilization,ZIC2,18363970
DNMT1,up-regulates-quantity-by-expression,BAG4,18413740
CBL,down-regulates,SORBS2,12475393
DNMT3B,up-regulates-quantity-by-expression,BAG4,18413740
ABL1,up-regulates-activity,AHSA1,26235616
MAPKAPK2,down-regulates,PARN,20932473
ZC3HAV1,up-regulates-activity,PARN,21876179
SNAI1,down-regulates-quantity-by-repression,CLDN7,19277896
CTBP1,down-regulates-quantity-by-repression,CLDN7,19277896
HDAC1,down-regulates-quantity-by-repression,CLDN7,19277896
TLE1,up-regulates-activity,SIX6,12441302
TLE5,down-regulates-activity,SIX6,12441302
EGFR,down-regulates-quantity-by-destabilization,ABCA1,12196520
APOA1,up-regulates-quantity-by-stabilization,ABCA1,12869555
PRKACA,up-regulates-activity,ABCA1,12196520
PRKACA,up-regulates-activity,ABCA1,12196520
MEGF10,up-regulates-activity,ABCA1,17205124
SAR1A,up-regulates-quantity,SEC24A,30605680
SAR1A,up-regulates-quantity,SEC24B,30605680
ACVR1B,up-regulates-activity,TDP2,18039968
ACVR1B,up-regulates-activity,TDP2,18039968
KLF3,down-regulates-quantity-by-repression,KLF8,18687676
KLF1,up-regulates-quantity-by-expression,KLF8,18687676
GNB5,down-regulates-activity,ADCY5,21303898
NF1,up-regulates,ADCY5,24431436
GNAL,up-regulates-activity,ADCY5,21303898
BMPR1B,up-regulates-activity,STAMBP,11483516
BMPR1B,up-regulates-activity,STAMBP,11483516
BMPR1B,up-regulates-activity,STAMBP,11483516
BMPR1B,up-regulates-activity,STAMBP,11483516
BMPR1B,up-regulates-activity,STAMBP,11483516
YAP1,up-regulates-quantity-by-expression,FSTL3,23038772
PPP3CB,up-regulates,NFATC1,11062529
PRKCA,down-regulates-activity,NFATC1,12351631
PRKACA,down-regulates,NFATC1,12351631
PRKACA,down-regulates,NFATC1,12351631
PRKACA,down-regulates,NFATC1,12351631
MAPK3,down-regulates,NFATC1,10652349
PPP3CC,up-regulates,NFATC1,18676376
PPP3CC,up-regulates,NFATC1,11062529
MAPK10,down-regulates,NFATC1,10652349
CDC42,up-regulates-activity,NFATC1,18976935
PPP3CA,up-regulates,NFATC1,14722106
PPP3CA,up-regulates,NFATC1,15276472
PPP3CA,up-regulates-activity,NFATC1,23015147
MAPK14,down-regulates,NFATC1,10652349
BCS1L,up-regulates-activity,LETM1,18628306
NTS,down-regulates,NTSR2,9851594
WNK1,up-regulates,OXSR1,17190791
WNK1,up-regulates,OXSR1,17190791
ATF4,up-regulates-quantity-by-expression,FGF19,23205607
6,down-regulates-activity,DDX58,32529952
PPP1CC,up-regulates-activity,DDX58,23499489
VCP,down-regulates-quantity-by-destabilization,DDX58,26471729
6,down-regulates-activity,DDX58,32529952
PPP1CA,up-regulates-activity,DDX58,23499489
CSNK2A1,down-regulates,DDX58,21068236
CSNK2A1,down-regulates,DDX58,21068236
CSNK2A1,down-regulates,DDX58,21068236
G3BP1,down-regulates-activity,DDX58,30804210
G3BP1,up-regulates-quantity,DDX58,31827077
RNF135,up-regulates-activity,DDX58,19017631
RNF135,up-regulates-activity,DDX58,19017631
TRIM58,up-regulates-activity,DDX58,23499489
MAPKAPK2,up-regulates,BAG2,15271996
DNMT1,up-regulates-quantity-by-expression,BAG3,18413740
PRKCD,up-regulates,BAG3,23108398
DNMT3B,up-regulates-quantity-by-expression,BAG3,18413740
TP53,up-regulates-quantity-by-expression,AIFM1,23506862
BAK1,up-regulates,AIFM1,23003569
NUAK1,down-regulates,LATS1,19927127
GCG,up-regulates,LATS1,23075495
CDK1,up-regulates,LATS1,12372621
PRKACA,up-regulates,LATS1,23644383
F2R,down-regulates,LATS1,22972936
NF2,up-regulates,LATS1,24012335
STK4,up-regulates,LATS1,15688006
STK4,up-regulates,LATS1,15688006
STK3,up-regulates,LATS1,15688006
STK3,up-regulates,LATS1,15688006
VEPH1,down-regulates-quantity-by-repression,LATS1,22055343
MOB1B,up-regulates,LATS1,21084559
NUAK2,down-regulates,LATS1,19927127
MOB1A,up-regulates,LATS1,21084559
F2RL2,up-regulates-activity,GNA14,31160049
P2RY10,up-regulates-activity,GNA14,31160049
MLNR,up-regulates-activity,GNA14,31160049
GALR2,up-regulates-activity,GNA14,31160049
HCRTR1,up-regulates-activity,GNA14,31160049
HCRTR2,up-regulates-activity,GNA14,31160049
GALR3,up-regulates-activity,GNA14,31160049
S1PR2,up-regulates-activity,GNA14,31160049
ADRB2,up-regulates-activity,GNA14,31160049
ADRB1,up-regulates-activity,GNA14,31160049
HTR1A,up-regulates-activity,GNA14,31160049
CHRM5,up-regulates-activity,GNA14,31160049
CHRM1,up-regulates-activity,GNA14,31160049
CHRM3,up-regulates-activity,GNA14,31160049
TACR2,up-regulates-activity,GNA14,31160049
